city,name,dba,phone,carrier_type,active_trucks,mailing_address,effective_date,active_no
Point Blank,*** City Data Not Found ***
Point Comfort,*** City Data Not Found ***
Port Aransas,MRS WOODY JR'S INC,NO DATA,3617494290,Tow Truck Company,1,"422 W AVENUE G
PORT ARANSAS, TX. 78373
",8/1/2016,006475967C
Port Arthur,FIGUEROA'S TOWING & RECOVERY SERVICE,NO DATA,409-982-0008,Tow Truck Company - Commercial Carrier,1,"6018 GULFWAY DR
PORT ARTHUR, TX. 77642
",8/2/2016,005914678C
Port Arthur,JOSEPH BOONE SR.,BOONE'S TOWING & RECOVERY,4099825230,Tow Truck Company,1,"4401 PROCTER STREET
PORT ARTHUR, TX. 77642
",11/16/2016,005814458C
Port Arthur,BROTHERS BODY SHOP & WRECKER SERVICE INC,AMERICAN TOWING,4097293047,Tow Truck Company,3,"3511 25TH ST
PORT ARTHUR, TX. 77642
",3/14/2017,006473054C
Port Arthur,"SANDIFER'S COLLISION CENTER, INC.",NO DATA,4099854309,Tow Truck Company - Commercial Carrier,1,"3301 25TH STREET
PORT ARTHUR, TX. 77642
",8/22/2016,005139461C
Port Arthur,HERBERT FELIX,FELIX AAA AUTO & TRUCK SALVAGE,4097361865,Tow Truck Company,1,"6375 WEST PORT ARTHUR ROAD
PORT ARTHUR, TX. 77640
",10/14/2016,005026339C
Port Arthur,BALLOU'S WRECKER SERVICE,BALLOU'S WRECKER SERVICE,4097361291,Tow Truck Company,1,"901 WEST 7TH STREET
PORT ARTHUR, TX. 77640
",4/17/2017,005078804C
Port Arthur,JOHNNY'S TOWING  & RECOVERY INC,NO DATA,4099621323,Tow Truck Company - Commercial Carrier,8,"6360 GULFWAY DRIVE
PORT ARTHUR, TX. 77642
",6/11/2015,006428342C
Port Arthur,BRIAN'S WRECKER SERVICE,NO DATA,4099607785,Tow Truck Company - Commercial Carrier,3,"6421 PROCTER ST
PORT ARTHUR, TX. 77642
",1/10/2017,005052491C
Port Arthur,JUAN REYES,REY-ES TOWING,4099609387,Tow Truck Company,1,"6024 GULFWAY DR
PORT ARTHUR, TX. 77642
",3/20/2017,006484273C
Port Arthur,TRIPLEX AUTO EXPORTERS,NO DATA,4099822828,Tow Truck Company,1,"2903  19TH ST
PORT ARTHUR, TX. 77642
",5/26/2017,006467832C
Port Isabel,JESUS GUERRERO,GUERRERO'S PAINT SHOP,9569437723,Tow Truck Company - Commercial Carrier,2,"PO  BOX 964
PORT ISABEL, TX. 78578
",11/13/2014,006410349C
Port Isabel,MARTIN C CANTU,CITY TOWING,956-312-9111,Tow Truck Company,1,"1805 N SHORE DR
PORT ISABEL, TX. 78578
",1/1/2017,006481422C
Port Isabel,MARIA DEL PILAR CANTU,A PRO - ISLAND BEACH TOWING,956-592-4747,Tow Truck Company,2,"PO BOX 816
PORT ISABEL, TX. 78578
",3/1/2017,006470682C
Port Isabel,MARTIN CANTU JR,BAY CITY TOWING,9569432021,Tow Truck Company,1,"PO BOX 13494
PORT ISABEL, TX. 78578
",10/9/2016,006478139C
Port Isabel,CANTU'S WRECKER SERVICE,NO DATA,9569431911,Tow Truck Company,1,"PO BOX 816
PORT ISABEL, TX. 78578
",12/12/2016,006468062C
Port Isabel,MARTIN C. CANTU,M. CANTU,9569431111,Tow Truck Company,1,"1805 N SHORE DR
PORT ISABEL, TX. 78578
",12/12/2016,006493092C
Port Lavaca,COBY'S WRECKER SERVICE,NO DATA,5125523212,Tow Truck Company,2,"217 E LIVE OAK
PORT LAVACA, TX. 77979
",10/21/2016,005276344C
Port Lavaca,KEN'S TOWING,NO DATA,3615521589,Tow Truck Company,1,"PO BOX 837
PORT LAVACA, TX. 77979
",3/15/2017,005248472C
Port Lavaca,"MAGCO, INC",BAY WRECKER SERVICE,3615527154,Tow Truck Company,3,"P O BOX 540
PORT LAVACA, TX. 77979
",3/15/2017,006150268C
Port Lavaca,KENNETH MILLER,KEN'S ENTERPRISES,3615521589,Tow Truck Company,1,"PO BOX 837
PORT LAVACA, TX. 77979
",3/15/2017,005731217C
Port Lavaca,JAIME'S AUTO SHOP,NO DATA,3617463250,Tow Truck Company,1,"610  COUNTY ROAD 101
LOT 11
PORT LAVACA, TX. 77979
",6/24/2016,006513366C
Port Neches,*** City Data Not Found ***
Portland,PORTLAND AUTO & WRECKER SERVICE,NO DATA,3616431337,Tow Truck Company,2,"201 B LANG RD
PORTLAND, TX. 78374
",3/31/2017,005148792C
Portland,WILDCAT AUTO RECOVERY LLC,NO DATA,3612296154,Tow Truck Company,1,"317  SEA GATE DR
PORTLAND, TX. 78374
",9/4/2015,006503159C
Portland,BROKEN TOW LLC,NO DATA,3612398115,Tow Truck Company,1,"110  DANIEL MOORE ST
PORTLAND, TX. 78374
",5/25/2017,006525465C
Post,T. K. THOMPSON,THOMPSON WRECKER SERVICE,8064954666,Tow Truck Company,5,"OX 781
POST, TX. 79356
",1/25/2017,005921288C
Poteet,SOUTH TEXAS AUTO TOWING LLC,NO DATA,2107846906,Tow Truck Company,1,"270  SHERWOOD FOREST DR
POTEET, TX. 78065
",6/1/2017,006525065C
Poteet,HORN'S WRECKER SERVICE,NO DATA,8305707594,Tow Truck Company,5,"PO BOX 537
POTEET, TX. 78065
",4/19/2017,005019048C
Poteet,TEXAS NATIONAL TOWING LLC,NO DATA,210-997-2602,Tow Truck Company,1,"270  SHERWOOD FOREST DR
POTEET, TX. 78065
",2/14/2017,006521292C
Poteet,ATASCOSA TOWING,NO DATA,210-632-1162,Tow Truck Company,1,"PO BOX 1385
POTEET, TX. 78065
",9/23/2016,006515858C
Poteet,JESSE PALMER,AUTO RECOVERY TOWING SERVICE,8307423414,Tow Truck Company,2,"8425 N STATE HIGHWAY 16
POTEET, TX. 78065
",3/14/2017,006475306C
Poynor,SHARP'S AUTO BODY,NO DATA,9038764094,Tow Truck Company,2,"PO BOX 181
POYNOR, TX. 75782
",2/2/2016,005047290C
Prairie View,*** City Data Not Found ***
Premont,*** City Data Not Found ***
Presidio,RIO GRANDE WRECKER SERVICE,NO DATA,43222933212,Tow Truck Company,1,"PO BOX 628
PRESIDIO, TX. 79845
",12/13/2016,006178940C
Princeton,3 BROTHERS GALLEGOS TOWING,NO DATA,972 4290302,Tow Truck Company,2,"117 HOPE ST
PRINCETON, TX. 75407
",10/8/2015,005878655C
Progreso,*** City Data Not Found ***
Progreso Lakes,*** City Data Not Found ***
Quanah,REGINA SHELTON,QUANAH SERVICE CENTER,940-663-6458,Tow Truck Company,1,"PO BOX 509
QUANAH, TX. 79252
",10/8/2016,006513466C
Quanah,DAVID SPARKMAN,SPARKMAN TRANSPORTATION SERVICES,9406632489,Tow Truck Company,1,"PO BOX 162
QUANAH, TX. 79252
",10/10/2016,006517870C
Quanah,ISNHOWER TOWING,NO DATA,940-839-8229,Tow Truck Company,1,"1200 AIRPORT ROAD
QUANAH, TX. 79252
",10/8/2016,006467902C
Queen City,TONG BROTHERS AUTO,NO DATA,903 796 2222,Tow Truck Company,1,"PO BOX 37
QUEEN CITY, TX. 75572
",1/8/2017,005901387C
Quinlan,EDITH GARCIA,DE LA CRUZ TOWING,972-201-7960,Tow Truck Company,1,"715  COUNTESS RD
QUINLAN, TX. 75474
",4/7/2017,006522423C
Quitaque,*** City Data Not Found ***
Quitman,"MAF PRESSURE ENTERPRISES, L.L.C.",FULLER'S TRANSPORT,903-975-2859,Tow Truck Company,1,"708 S MAIN ST
QUITMAN, TX. 75783
",6/3/2017,006513236C
Quitman,SHOE SHINE BOYS LLC,SHOESHINE BOYS,9039677360,Tow Truck Company,3,"3500  COUNTY ROAD 3270
QUITMAN, TX. 75783
",4/4/2017,006521552C
Quitman,J & J WRECKER SERVICE,NO DATA,9038503411,Tow Truck Company,1,"PO BOX 180
QUITMAN, TX. 75783
",2/17/2017,0000037370
Ralls,*** City Data Not Found ***
Ranger,"FREDDY'S AUTO PARTS, INC.",FREDDY'S GARAGE,2546471125,Tow Truck Company,1,"1524 EAST LOOP 254
RANGER, TX. 76470
",1/16/2016,005033649C
Rankin,*** City Data Not Found ***
Ravenna,PAUL WALLACE,PAUL WALLACE TOWING,9032274010,Tow Truck Company,1,"3071 N FM 273
RAVENNA, TX. 75476
",2/1/2017,006516619C
Raymondville,"LOPEZ TOWING SERVICE, LLC",NO DATA,9566895650,Tow Truck Company - Commercial Carrier,0,"1292 W  DURHAM
RAYMONDVILLE, TX. 78580
",3/8/2016,005968973C
Raymondville,PERFECTO OROZCO,BETO' S TOWING SERVICE,9566896259,Tow Truck Company,1,"495  E HIDALGO
RAYMONDVILLE, TX. 78580
",9/20/2014,006279077C
Red Lick,*** City Data Not Found ***
Red Oak,ALWAYS TOWING LLC,NO DATA,2146780489,Tow Truck Company,5,"PO BOX 922
RED OAK, TX. 75154
",9/10/2014,005881205C
Red Oak,"JOHNSON, ROOSEVELT",NO DATA,2142363402,Tow Truck Company,1,"1031 W RED OAK RD
RED OAK, TX. 75154
",5/10/2016,005046020C
Red Oak,HERMINIO MANZANO,NO DATA,2146876172,Tow Truck Company,1,"510  LEE ST
RED OAK, TX. 75154
",12/14/2016,006519462C
Red Oak,A-STARR TOWING LLC,NO DATA,4692364913,Tow Truck Company,1,"321  MAYFLOWER DR
RED OAK, TX. 75154
",3/29/2017,006523413C
Red Oak,J-N WRECKER SERVICE,J&N WRECKER SERVICE,9722231981,Tow Truck Company,6,"P O BOX 1783
RED OAK , TX. 75154
",1/24/2016,005044950C
Red Oak,PEREZ AUTO,NO DATA,4056300538,Tow Truck Company,2,"601 PATERBROWN RD
RED OAK, TX. 75154
",5/30/2017,006472614C
Red Oak,RALPH REYNOLDS JR,MOTOTOW CO,972-824-8908,Tow Truck Company,1,"211  LORENE DR
RED OAK, TX. 75154
",5/8/2017,006516759C
Red Oak,"D & W TOWING & RECOVERY, INC",NO DATA,972 617 0444,Tow Truck Company,1,"P O BOX 812
RED OAK, TX. 75154
",9/10/2014,005760862C
Red Oak,A & S TOWING SERVICE,NO DATA,817-504-6171,Tow Truck Company - Commercial Carrier,9,"410 BATCHLER RD
RED OAK, TX. 75154
",10/28/2015,006403885C
Red Oak,JOLLY'S TOWING,NO DATA,9722171711,Tow Truck Company,1,"106 ELMWOOD
RED OAK, TX. 75154
",5/4/2017,005275334C
Redwater,*** City Data Not Found ***
Reklaw,*** City Data Not Found ***
Reno,TOPP GUNN AUCTIONS INC,TOPP GUNN RECOVERY,9037850955,Tow Truck Company,7,"6920  LAMAR RD
RENO, TX. 75462
",2/8/2017,006497704C
Rhome,RUSSELL BAKER,RB,940-210-9755,Tow Truck Company,2,"422  PRIVATE ROAD 4822
RHOME, TX. 76078
",5/12/2017,006525195C
Rice,*** City Data Not Found ***
Richardson,A & T AUTO GROUP,NO DATA,9726990278,Tow Truck Company,1,"1315 EXECUTIVE DC WEST
RICHARDSON, TX. 75081
",9/23/2016,006156018C
Richardson,POWER TRANSPORT INC,NO DATA,9726641212,Tow Truck Company - Commercial Carrier,0,"390 BEDFORD DRIVE
RICHARDSON, TX. 75080
",4/11/2012,006430823C
Richardson,ANYTIME TOWING LLC,NO DATA,4697772009,Tow Truck Company,1,"602  SHEFFIELD DR
RICHARDSON, TX. 75081
",4/11/2017,006521212C
Richland Hills,TEXAS RECOVERY BUREAU INCORPORATED,NO DATA,817-625-4262,Tow Truck Company,3,"PO BOX 820654
NORTH RICHLAND HILLS, TX. 76182
",7/30/2016,006495952C
Richland Hills,ROBERT SCHERER,ROCKIN AUTO TRANSPORT,8178814342,Tow Truck Company,1,"4616  CUMMINGS DR
NORTH RICHLAND HILLS, TX. 76180
",6/28/2016,006514076C
Richland Hills,C & C ROADSIDE ASSISTANCE,C & C ROADSIDE ASSISTANCE,8179890793,Tow Truck Company,3,"6519  BRIDGES AVE
RICHLAND HILLS, TX. 76118
",7/19/2016,006507761C
Richland Hills,DEAN CASHEN,TWO BIT TOW #3,8178387777,Tow Truck Company,3,"6434 ALLENA LANE
RICHLAND HILLS, TX. 76118
",5/11/2015,006498584C
Richland Hills,AUTOWORLDSALES LLC,FORT WORTH WRECKER SERVICE,8178340263,Tow Truck Company,2,"3808  DIAMOND LOCH
NORTH RICHLAND HILLS, TX. 76180
",7/6/2016,006513906C
Richland Hills,FULL FORCE TOWING,NO DATA,469-510-6688,Tow Truck Company,1,"5000  WYOMING TRL
NORTH RICHLAND HILLS, TX. 76180
",5/3/2017,006497063C
Richland Hills,NO LIMITZ TOWING,NO DATA,8178636762,Tow Truck Company,1,"3422  CRITES ST
RICHLAND HILLS, TX. 76118
",3/4/2017,006522292C
Richmond,J & H TOWING & RECOVERY,NO DATA,713-927-5923,Tow Truck Company - Commercial Carrier,3,"2423 SPACEK ROAD
RICHMOND , TX. 77469
",11/10/2016,005977123C
Richmond,"W&J TRANSPORTS, LLC","W&J TRANSPORTS, LLC",2813440405,Tow Truck Company - Commercial Carrier,6,"P O BOX 1353
RICHMOND, TX. 77469
",3/17/2017,006456832C
Richmond,KHALED SAID,ROADLINK TOWING,832-633-2444,Tow Truck Company,1,"6522  MAGELLAN MANOR DR
RICHMOND, TX. 77407
",6/10/2017,006526046C
Richmond,CHRISTOPHER VELASQUEZ,C AND D TOWING AND RECOVERY,8326389884,Tow Truck Company - Commercial Carrier,2,"P O BOX 632
RICHMOND, TX. 77406
",1/17/2017,006441270C
Richmond,"MARIO'S PAINT AND BODY,INC.",NO DATA,2813422198,Tow Truck Company,3,"1405 JACKSON ST
RICHMOND, TX. 77469
",12/3/2013,005058881C
Richmond,FREDDY LOPEZ,UPTOWN TOWING,8326891657,Tow Truck Company - Commercial Carrier,2,"5514 HICKORY HARVEST DR
RICHMOND, TX. 77407
",12/18/2015,006453099C
Richmond,LARRY'S WRECKER SERVICE,ENRIQUE A AVILA JR,2813429812,Tow Truck Company,2,"PO BOX 115
RICHMOND, TX. 77406
",9/15/2016,005063592C
Richmond,RAZOR TOWING,NO DATA,281-960-2350,Tow Truck Company,2,"4011  MEADOWBEND DR
RICHMOND, TX. 77469
",5/26/2017,006503939C
Richmond,TWIN CITIES TOWING INC,NO DATA,2819351113,Tow Truck Company,2,"1920  ROCKY FALLS RD
RICHMOND, TX. 77469
",11/5/2016,006490329C
Richmond,"ROSSETT HARBER, LLC",MOTORSPORTS WRECKER & RECOVERY,2818048494,Tow Truck Company,4,"211 AUSTIN ST
RICHMOND, TX. 77469
",7/7/2013,006248194C
Richmond,MELISSA M RODRIGUEZ,LIL ROD'S TOWING,8329450073,Tow Truck Company,1,"5231  MOURNING DOVE DR
RICHMOND, TX. 77469
",9/30/2016,006503589C
Richmond,AUTO SAVE TOWING,NO DATA,2818188339,Tow Truck Company,2,"20014  SHORE MEADOWS LN
RICHMOND, TX. 77407
",6/25/2015,006490289C
Richmond,MIKE'S WRECKER SERVICE,MIKE'S WRECKER SERVICE,2819601550,Tow Truck Company - Commercial Carrier,3,"616 HIGHWAY 90 A EAST
RICHMOND, TX. 77469
",3/31/2017,005574568C
Richmond,WILLIAMS RELIABLE TOWING,NO DATA,832-272-2213,Tow Truck Company,2,"23035 N WATERLILY DR
RICHMOND, TX. 77406
",1/29/2016,006342711C
Richmond,SWIFT AUTO HAULING LLC,SWIFT TOWING,3467771887,Tow Truck Company,2,"10811  CLODINE RD
RICHMOND, TX. 77407
",11/1/2016,006515838C
Richmond,QUICK TOW,NO DATA,2812352892,Tow Truck Company,2,"20219 WINDSOR TRACE LN
RICHMOND, TX. 77469
",5/18/2015,005430737C
Richmond,HYBRID ROADSIDE ASSISTANCE,NO DATA,8326206881,Tow Truck Company,2,"21123  BARRETT CREEK LN
RICHMOND, TX. 77407
",6/30/2016,006173349C
Richmond,Q & Y TOWING,NO DATA,281-776-9000,Tow Truck Company,2,"7506  BOXWOOD RIDGE LN
RICHMOND, TX. 77407
",10/22/2016,006184670C
Richmond,JASON ADAME,"HOOK""EM & PULL""EM",2816625305,Tow Truck Company,1,"207  FLEMING ST
RICHMOND, TX. 77469
",5/16/2014,006486485C
Richmond,BY ACCIDENT INC.,OFF THE HOOK TOWING & RECOVERY,281-341-8468,Tow Truck Company,5,"211 AUSTIN ST
RICHMOND, TX. 77469
",7/9/2013,006139437C
Richmond,A&S SELECT MANAGEMENT GROUP INC,ALL AMERICAN TOWING,281-830-4942,Tow Truck Company,1,"6810  PLEAK XING
RICHMOND, TX. 77469
",7/9/2017,006503729C
Richmond,DNFA LLC,A & B TOWING,8326050116,Tow Truck Company - Commercial Carrier,4,"7018  GARNET LAKE CT
RICHMOND, TX. 77407
",6/12/2017,006446795C
Richmond,CERRITOS TOWING SERVICE,NO DATA,713-858-5050,Tow Truck Company - Commercial Carrier,2,"4938 LAWSON LAKE LANE
RICHMOND, TX. 77407
",7/23/2013,006406217C
Richmond,ACV ENT INC,ALLEN TOWING,7133916611,Tow Truck Company,3,"5614 W GRAND PKWY S
STE 102 144
RICHMOND, TX. 77406
",5/5/2017,006509543C
Richmond,UNIQUE ROADSIDE LLC,UNIQUE ROADSIDE LLC,2817815190,Tow Truck Company,7,"22139  LEIROP DR
RICHMOND, TX. 77407
",4/4/2017,006498154C
Richmond,JOSE MEJIA,RAMVAZ TOWING & RECOVERY,7135142086,Tow Truck Company,2,"210  CLAY ST
RICHMOND, TX. 77469
",6/9/2016,006512425C
Richmond,TWIN CITIES TOWING INC,DOWN RITE TOWING,2819351113,Tow Truck Company,1,"1922  ROCKY FALLS RD
RICHMOND, TX. 77469
",11/5/2016,006505040C
Richwood,CHRIS & PHIL'S BODY SHOP INC,CP TOWING,9792650700,Tow Truck Company,1,"1524  BRAZOSPORT BLVD
RICHWOOD, TX. 77531
",1/1/2017,006484563C
Riesel,HOGG AUTOMOTIVE,NO DATA,2547156384,Tow Truck Company,3,"311 S MEMORIAL
RIESEL, TX. 76682
",3/30/2017,006175449C
Rio Bravo,DE LEON WRECKER SERVICE,NO DATA,9567223480,Tow Truck Company,2,"1204 PASEO DE TIBER
RIO BRAVO, TX. 78046
",3/1/2012,006429953C
Rio Grande City,3 RRR WRECKER SERVICE,NO DATA,956-867-8179,Tow Truck Company - Commercial Carrier,1,"30 EL MESQUITE LN
RIO GRANDE CITY, TX. 78582
",5/9/2017,006433275C
Rio Grande City,B & B AND SONS WRECKER SERVICE LLC,B & B AND SONS WRECKER SERVICE LLC,9567359384,Tow Truck Company,1,"6373  FM 1430
RIO GRANDE CITY, TX. 78582
",7/22/2016,006491270C
Rio Grande City,LEE R. RIVERA,RIVERSIDE TOWING,9562080026,Tow Truck Company,2,"4700 E US HIGHWAY 83
RIO GRANDE CITY, TX. 78582
",11/30/2016,006515268C
Rio Grande City,E-3 TOWING SERVICE LLC,B & B ALL WAYS TOWING,956-487-4372,Tow Truck Company,1,"5545 E US HIGHWAY 83
RIO GRANDE CITY, TX. 78582
",7/22/2016,006486955C
Rio Grande City,OLIVAREZ TOWING/T.J.TOWING/ STAR TOWING,NO DATA,9564886682,Tow Truck Company,2,"100 SAN ANSELMO RD
RIO GRANDE CITY, TX. 78582
",5/1/2017,006214562C
Rio Grande City,JUAN J LOPEZ,JESSE'S WRECKER SERVICE,9564875929,Tow Truck Company - Commercial Carrier,1,"6392 EAST HWY 83
RIO GRANDE CITY, TX. 78582
",11/15/2016,006440830C
Rio Grande City,RIVERA'S TOWING,NO DATA,9564881034,Tow Truck Company,8,"4700 E US HIGHWAY 83
RIO GRANDE CITY, TX. 78582
",11/30/2016,006477238C
Rio Hondo,*** City Data Not Found ***
Rio Vista,*** City Data Not Found ***
River Oaks,*** City Data Not Found ***
Riverside,JIMMY D. WILLIAMS,SNAGS WRECKER SERVICE,9365949494,Tow Truck Company,4,"PO BOX 894
RIVERSIDE, TX. 77367
",5/23/2016,005629216C
Roanoke,"GIERISCH BROTHER'S MOTOR CO, LTD",NO DATA,817 491 3285,Tow Truck Company - Commercial Carrier,3,"605 N WALNUT ST
ROANOKE, TX. 76262
",3/1/2008,006003436C
Roanoke,REVOLUTIONARY PARKING MANAGEMENT LLC,INTEGRITY PARKING MANAGEMENT,817-448-7454,Tow Truck Company,1,"301 WENRICK DR
ROANOKE, TX. 76262
",6/6/2017,006526016C
Robert Lee,THE BEST CONNECTION,NO DATA,3254532342,Tow Truck Company,2,"402 S STATE HWY 208
ROBERT LEE, TX. 76945
",10/18/2016,005229770C
Robinson,*** City Data Not Found ***
Robstown,JOSE RODRIGUEZ,BEL'S TOWING,36138768003613,Tow Truck Company,1,"3833  FM 892
ROBSTOWN, TX. 78380
",12/4/2016,006516829C
Robstown,HWY 44 AUTO PARTS,NO DATA,3613874662,Tow Truck Company,3,"3 BOX 192
ROBSTOWN, TX. 78380
",9/15/2014,005194127C
Robstown,GALVAN TOWING,NO DATA,361-387-9017,Tow Truck Company,3,"P O BOX 587
ROBSTOWN, TX. 78380
",5/22/2017,006476608C
Robstown,JOSE R RODRIGUEZ,DIAMOND TOWING & RECOVERY,361-387-6800,Tow Truck Company,3,"3833 FM 892
ROBSTOWN, TX. 78380
",12/4/2016,006494611C
Roby,*** City Data Not Found ***
Rockdale,JOHN R WILLIAMS,PLATINUM ASSET RECOVERY,5124462300,Tow Truck Company,2,"5357 S FM 908
ROCKDALE, TX. 76567
",1/4/2017,006506812C
Rockdale,JAMES M SCOTT,S & S TOWING,5124462722,Tow Truck Company,2,"548 N US HIGHWAY 77
ROCKDALE, TX. 76567
",1/26/2016,006496032C
Rockdale,CENTRAL RECOVERY SERVICE OF ROCKDALE,NO DATA,512 446 0318,Tow Truck Company,4,"PO BOX 1242
ROCKDALE, TX. 76567
",7/19/2016,006198421C
Rockdale,POUNDERS WRECKER SERVICE,NO DATA,5124465820,Tow Truck Company,0,"2209 POST OAK RD
ROCKDALE, TX. 76567
",6/28/2014,005064432C
Rockport,ABRAHAM TELLEZ,TELLEZ TOWING & RECOVERY SERVICE,3617298768,Tow Truck Company,2,"PO BOX 1644
ROCKPORT, TX. 78381
",6/6/6666,005482001C
Rockport,ABTRAC INC,NO DATA,8305708960,Tow Truck Company,3,"148  STARFISH DR
ROCKPORT, TX. 78382
",8/4/2016,006515428C
Rockport,SHIRLEY FOX,GARY'S WRECKER SERVICE,3617299421,Tow Truck Company,1,"1509 W TERRACE BLVD
ROCKPORT, TX. 78382
",5/3/2017,006519121C
Rockport,PATRICIO A TRISTAN,TRISTAN WRECKER SERVICE,3614639645,Tow Truck Company,1,"204 OLD SALT LAKE RD
ROCKPORT, TX. 78382
",9/29/2014,006450888C
Rockport,MIKE OLSON DBA ABEAR WRECKER CO.,NO DATA,3617293750,Tow Truck Company,1,"PO BOX 2374
ROCKPORT, TX. 78381
",5/22/2017,005060971C
Rockport,COASTAL COLLISION CENTER LLC,COASTLINE TOWING SERVICES,361-790-5997,Tow Truck Company,1,"PO BOX 927
ROCKPORT, TX. 78381
",10/9/2015,006504550C
Rockwall,DULCE GARZA,VIDA'S TRANSPORT,2142641334,Tow Truck Company,1,"104  GENESTA PL
ROCKWALL, TX. 75032
",8/28/2014,006489688C
Rockwall,DALLAS TOWBOYS INC.,NO DATA,2142218697,Tow Truck Company,6,"291 NATIONAL DR
ROCKWALL, TX. 75032
",3/8/2017,005557927C
Rockwall,TYLER BOY WRECKER SERVICE INC.,NO DATA,9725573121,Tow Truck Company,6,"1100 TL TOWNSEND
ROCKWALL, TX. 75087
",3/26/2016,005013738C
Rockwall,"CHUB'S TOWING & RECOVERY, INC",NO DATA,9727714451,Tow Truck Company,1,"1100 T L TOWNSEND
ROCKWALL, TX. 75087
",3/26/2016,005382513C
Rollingwood,*** City Data Not Found ***
Roma,JR'S WRECKER SERVICE LLC,NO DATA,9568471396,Tow Truck Company,1,"345A RITA LANE
ROMA, TX. 78584
",10/11/2016,006479390C
Roma,"AMANDO'S WRECKER SERVICE, LLC","AMANDO'S WRECKER SERVICE, LLC",956-849-3420,Tow Truck Company - Commercial Carrier,7,"776 E GRANT ST
ROMA, TX. 78584
",1/1/2017,006458673C
Roma,GULF TOWING AND RECOVERY,NO DATA,956-849-3177,Tow Truck Company,1,"776 E GRANT ST
ROMA, TX. 78584
",6/23/2016,006487626C
Ropesville,*** City Data Not Found ***
Roscoe,*** City Data Not Found ***
Rose City,*** City Data Not Found ***
Rose Hill Acres,*** City Data Not Found ***
Rosebud,*** City Data Not Found ***
Rosenberg,RIVERSIDE AUTO COLLISION CENTER,NO DATA,2812397500,Tow Truck Company - Commercial Carrier,5,"845 FM 723
ROSENBERG, TX. 77471
",4/15/2008,005167064C
Rosenberg,FREDDIE ALTAMIRANO,FRED'S TOWING SERVICE,2812580527,Tow Truck Company - Commercial Carrier,2,"P O BOX 1413
ROSENBERG, TX. 77471
",12/16/2014,006440630C
Rosenberg,961 GROUP LIMITED,NO DATA,3474849294,Tow Truck Company,1,"6823  ASHLAND TERRACE LN
ROSENBERG, TX. 77469
",6/13/2017,006525996C
Rosenberg,GROUP ONE TOWING,GROUP ONE TOWING,281-709-5364,Tow Truck Company - Commercial Carrier,1,"2910 1ST STREET
ROSENBERG, TX. 77471
",6/19/2017,006440060C
Rosenberg,HARVEY'S TOWING,HARVEY'S TOWING,8326106545,Tow Truck Company,1,"2046 WEMBLE WAY
ROSENBERG, TX. 77471
",11/19/2016,006506322C
Rosenberg,INTEGRITY COLLISION,NO DATA,8324536821,Tow Truck Company - Commercial Carrier,3,"1055 COTTONWOOD CHURCH RD
ROSENBERG, TX. 77471
",1/14/2017,006426310C
Rosenberg,A AFFORDABLE TOWING,NO DATA,281 914 0854,Tow Truck Company - Commercial Carrier,1,"845 FM 723
ROSENBERG, TX. 77471
",5/1/2010,006441040C
Rosenberg,DYBALA AUTOMOTIVE INC,DYBALA'S AUTO REPAIR & CUSTOM,2813410789,Tow Truck Company,1,"5608  HIGHWAY 36
ROSENBERG, TX. 77471
",1/5/2017,006517480C
Rosenberg,RIVERSIDE AUTO COLLISION INC,LIGHTNING WRECKER,2812397500,Tow Truck Company - Commercial Carrier,1,"845 FM 723
ROSENBERG, TX. 77471
",5/1/2011,006454580C
Rosenberg,RODRIGUEZ TOWING INC,FINNEGAN TOWING,832-471-9436,Tow Truck Company,1,"1919  MAIN AVE
ROSENBERG, TX. 77471
",8/15/2016,006517129C
Rosenberg,GUTIERREZ AUTO & PARTS,NO DATA,832 595 2020,Tow Truck Company,2,"1701 AV E I
ROSENBERG, TX. 77471
",5/2/2017,005737538C
Rosenberg,ROSENBERG AUTO COLLISION,NO DATA,932-8135,Tow Truck Company,2,"900 CARLISLE ST
ROSENBERG, TX. 77471
",4/12/2017,006333250C
Rosenberg,"ROY'S AUTO REPAIR, INC.",NO DATA,281-232-7335,Tow Truck Company,1,"5050 HWY 36 S
ROSENBERG, TX. 77471
",11/13/2016,006473064C
Rosenberg,BIG ROD TOWING INC.,NO DATA,832-877-0977,Tow Truck Company,0,"1919 MAIN ST
ROSENBERG, TX. 77471
",8/15/2016,005977453C
Rosenberg,SOUTHCOAST TOWING & RECOVERY,NO DATA,7134189686,Tow Truck Company - Commercial Carrier,2,"2320 MONS
ROSENBERG, TX. 77471
",6/19/2017,006427481C
Rosenberg,ISMAEL'S WRECKER SERVICE LLC,NO DATA,2813427436,Tow Truck Company,3,"P O BOX 1413
ROSENBERG, TX. 77471
",9/2/2015,006512995C
Rosenberg,ALIONSO RICARDO GARCIA,GARCIA'S SELECT,8322039027,Tow Truck Company,1,"2103  JUNIPER DALE DR
ROSENBERG, TX. 77471
",7/18/2016,006514287C
Rosenberg,BRYAN ALTAMIRANO,PERFORMANCE TOWING & RECOVERY,8327756343,Tow Truck Company,1,"PO BOX 1413
ROSENBERG, TX. 77471
",10/13/2015,006465360C
Rosenberg,MOISES MARTINEZ,MOYS TOWING,713-513-0732,Tow Truck Company,1,"802  AVENUE H
ROSENBERG, TX. 77471
",4/26/2017,006522082C
